algo,samples,accuracy
qnn,2,0.02337152473952151
qnn,2,0.03512909091869596
qnn,2,0.02185187558970309
qnn,2,0.04117559543649708
qnn,2,0.007438860590274593
qnn,2,0.019278760467884657
qnn,2,0.04998761117330821
qnn,2,0.022197629170662703
qnn,2,0.019278760467884657
qnn,2,0.018155374490605416
qnn,2,0.0027364395689333035
qnn,2,0.02154536899312834
qnn,2,0.023845248773777642
qnn,2,0.02194147074627135
qnn,2,0.02154536899312834
qnn,2,0.003951131991985316
qnn,2,0.023845248773777642
qnn,2,0.012912927519550426
qnn,2,0.02194147074627135
qnn,2,0.002082757526385261
qnn,2,0.006100645973774543
qnn,2,0.02942544696777175
qnn,2,0.008104833715782547
qnn,2,0.006100645973774543
qnn,2,0.012912927519550426
qnn,2,0.006100645973774543
qnn,2,0.009881931226964194
qnn,2,0.002082757526385261
qnn,2,0.0507302516509625
qnn,2,0.02661936083773172
qnn,2,0.02470990254056817
qnn,2,0.023845248773777642
qnn,2,0.018155374490605416
qnn,2,0.02942544696777175
qnn,2,0.005650112541172607
qnn,2,0.005650112541172607
qnn,2,0.01143936863145211
qnn,2,0.0401382709917596
qnn,2,0.04998761117330821
qnn,2,0.018155374490605416
qnn,2,0.007438860590274593
qnn,2,0.016337719966951582
qnn,2,0.007438860590274593
qnn,2,0.023775627068399675
qnn,2,0.052289975086851216
qnn,2,0.04117559543649708
qnn,2,0.004687190955637234
qnn,2,0.01047256090076823
qnn,2,0.052289975086851216
qnn,2,0.033028551457551736
qnn,2,0.023775627068399675
qnn,2,0.02744608049101268
qnn,2,0.02470990254056817
qnn,2,0.07581503367340926
qnn,2,0.006100645973774543
qnn,2,0.004687190955637234
qnn,2,0.0009027360269116876
qnn,2,0.009881931226964194
qnn,2,0.008104833715782547
qnn,2,0.0507302516509625
qnn,2,0.03512909091869596
qnn,2,0.0187383781435818
qnn,2,0.005650112541172607
qnn,2,0.01143936863145211
qnn,2,0.04583828123320138
qnn,2,0.02741452228448429
qnn,2,0.04977626523501983
qnn,2,0.025538766922301653
qnn,2,0.004687190955637234
qnn,2,0.006100645973774543
qnn,2,0.02661936083773172
qnn,2,0.02337152473952151
qnn,2,0.02194147074627135
qnn,2,0.009881931226964194
qnn,2,0.02470990254056817
qnn,2,0.02337152473952151
qnn,2,0.016337719966951582
qnn,2,0.009881931226964194
qnn,2,0.04583828123320138
qnn,2,0.04977626523501983
qnn,2,0.02470990254056817
qnn,2,0.02185187558970309
qnn,2,0.052289975086851216
qnn,2,0.002082757526385261
qnn,2,0.018155374490605416
qnn,2,0.0401382709917596
qnn,2,0.033028551457551736
qnn,2,0.019278760467884657
qnn,2,0.0027364395689333035
qnn,2,0.03512909091869596
qnn,2,0.025250641676502966
qnn,2,0.01143936863145211
qnn,2,0.07581503367340926
qnn,2,0.02470990254056817
qnn,2,0.005650112541172607
qnn,2,0.02661936083773172
qnn,2,0.04117559543649708
qnn,2,0.07581503367340926
qnn,2,0.0009027360269116876
qnn,2,0.07902015815967103
qnn,2,0.02185187558970309
qnn,2,0.02789398609837413
qnn,2,0.040321027820165715
qnn,2,0.04117559543649708
qnn,2,0.012912927519550426
qnn,2,0.0187383781435818
qnn,2,0.003966541485319846
qnn,2,0.04998761117330821
qnn,2,0.04998761117330821
qnn,2,0.009881931226964194
qnn,2,0.052289975086851216
qnn,2,0.003966541485319846
qnn,2,0.033028551457551736
qnn,2,0.02744608049101268
qnn,2,0.025538766922301653
qnn,2,0.02337152473952151
qnn,2,0.04998761117330821
qnn,2,0.033028551457551736
qnn,2,0.025250641676502966
qnn,2,0.018155374490605416
shor,2,0.04761842193373672
shor,2,0.038957857703722606
shor,2,0.09100757232423601
shor,2,0.09339952157076553
shor,2,0.04761842193373672
shor,2,0.09175672717210347
shor,2,0.019695421887043568
shor,2,0.00814371433833754
shor,2,0.02473169814553495
shor,2,0.02787010711474923
shor,2,0.024630016386340867
shor,2,0.007981165109682038
shor,2,0.0177979275222133
shor,2,0.007981165109682038
shor,2,0.07331902094487706
shor,2,0.017744807646264314
shor,2,0.05718101098843297
shor,2,0.1288689496457316
shor,2,0.05718101098843297
shor,2,0.007981165109682038
shor,2,0.019695421887043568
shor,2,0.08496562265617258
shor,2,0.019695421887043568
shor,2,0.03552942602077783
shor,2,0.0037559768609469694
shor,2,0.009288167399449996
shor,2,0.04007565763573898
shor,2,0.06649205197758812
shor,2,0.026429575680983915
shor,2,0.07331902094487706
shor,2,0.05718101098843297
shor,2,0.027735472011245578
shor,2,0.01599618253721801
shor,2,0.027735472011245578
shor,2,0.017744807646264314
shor,2,0.02473169814553495
shor,2,0.06649205197758812
shor,2,0.02787010711474923
shor,2,0.03552942602077783
shor,2,0.02787010711474923
shor,2,0.00903930766822358
shor,2,0.007981165109682038
shor,2,0.04007565763573898
shor,2,0.027735472011245578
shor,2,0.14908985285988013
shor,2,0.03552942602077783
shor,2,0.0037559768609469694
shor,2,0.024630016386340867
shor,2,0.00282128805136014
shor,2,0.026429575680983915
shor,2,0.024630016386340867
shor,2,0.11624861818649812
shor,2,0.14908985285988013
shor,2,0.01599618253721801
shor,2,0.00282128805136014
shor,2,0.03552942602077783
shor,2,0.00282128805136014
shor,2,0.007843217222561314
shor,2,0.09100757232423601
shor,2,0.05718101098843298
shor,2,0.00903930766822358
shor,2,0.0177979275222133
shor,2,0.009288167399449996
shor,2,0.09100757232423601
shor,2,0.02473169814553495
shor,2,0.11624861818649812
shor,2,0.09175672717210347
shor,2,0.00903930766822358
shor,2,0.00282128805136014
shor,2,0.05002023059095882
shor,2,0.08496562265617258
shor,2,0.04761842193373672
shor,2,0.027735472011245578
shor,2,0.07331902094487706
shor,2,0.05718101098843297
shor,2,0.007981165109682038
shor,2,0.01599618253721801
shor,2,0.02787010711474923
shor,2,0.1288689496457316
shor,2,0.0177979275222133
shor,2,0.00282128805136014
shor,2,0.06649205197758815
shor,2,0.09339952157076553
shor,2,0.024777029958000567
shor,2,0.009288167399449996
shor,2,0.007981165109682038
shor,2,0.007981165109682038
shor,2,0.03552942602077783
shor,2,0.05718101098843297
shor,2,0.1288689496457316
shor,2,0.07331902094487706
shor,2,0.019695421887043568
shor,2,0.038957857703722606
shor,2,0.009288167399449996
shor,2,0.017744807646264314
shor,2,0.06649205197758812
shor,2,0.1288689496457316
shor,2,0.027735472011245578
shor,2,0.019695421887043568
shor,2,0.0177979275222133
shor,2,0.06649205197758812
shor,2,0.09339952157076553
shor,2,0.024777029958000567
shor,2,0.00814371433833754
shor,2,0.08496562265617258
shor,2,0.015935875785328457
shor,2,0.00814371433833754
shor,2,0.007843217222561314
shor,2,0.08958827273748253
shor,2,0.08958827273748253
shor,2,0.007843217222561314
shor,2,0.09339952157076553
shor,2,0.007843217222561314
shor,2,0.05718101098843297
shor,2,0.1288689496457316
shor,2,0.015935875785328457
shor,2,0.0177979275222133
shor,2,0.007981165109682038
shor,2,0.02787010711474923
shor,2,0.05718101098843297
shor,2,0.017744807646264314
shor,2,0.017744807646264314
shor,2,0.00814371433833754
shor,2,0.057181010988432944
shor,2,0.08496562265617258
shor,2,0.038957857703722606
shor,2,0.007843217222561314
shor,2,0.04007565763573898
shor,2,0.01599618253721801
shor,2,0.017744807646264314
shor,2,0.09339952157076553
shor,2,0.017744807646264314
shor,2,0.024630016386340867
shor,2,0.09175672717210347
shor,2,0.007843217222561314
shor,2,0.009288167399449996
shor,2,0.00282128805136014
shor,2,0.02473169814553495
shor,2,0.06649205197758815
shor,2,0.05002023059095882
shor,2,0.00042033485966306785
shor,2,0.027735472011245578
shor,2,0.024777029958000567
shor,2,0.0037559768609469694
shor,2,0.05718101098843297
shor,2,0.007981165109682038
shor,2,0.017744807646264314
shor,2,0.1288689496457316
shor,2,0.09175672717210347
shor,2,0.08496562265617258
shor,2,0.024630016386340867
shor,2,0.057181010988432944
shor,2,0.009288167399449996
shor,2,0.009288167399449996
shor,2,0.009288167399449996
shor,2,0.07331902094487706
shor,2,0.02787010711474923
shor,2,0.024630016386340867
shor,2,0.024777029958000567
shor,2,0.00903930766822358
shor,2,0.09175672717210347
shor,2,0.0037559768609469694
shor,2,0.007981165109682038
shor,2,0.11624861818649812
shor,2,0.024777029958000567
shor,2,0.0177979275222133
shor,2,0.05718101098843298
shor,2,0.024630016386340867
shor,2,0.009288167399449996
shor,2,0.09175672717210347
shor,2,0.09175672717210347
shor,2,0.00282128805136014
shor,2,0.09100757232423601
shor,2,0.026429575680983915
shor,2,0.007981165109682038
shor,2,0.08958827273748253
shor,2,0.00903930766822358
shor,2,0.1107858866421896
shor,2,0.015935875785328457
shor,2,0.1288689496457316
shor,2,0.11624861818649812
shor,2,0.08496562265617258
shor,2,0.007843217222561314
shor,2,0.08958827273748253
shor,2,0.06649205197758815
shor,2,0.1107858866421896
shor,2,0.03552942602077783
shor,2,0.02787010711474923
shor,2,0.05718101098843297
shor,2,0.026429575680983915
shor,2,0.06649205197758812
shor,2,0.09339952157076553
shor,2,0.05718101098843297
shor,2,0.00903930766822358
shor,2,0.02787010711474923
shor,2,0.038957857703722606
shor,2,0.038957857703722606
shor,2,0.02787010711474923
shor,2,0.01599618253721801
shor,2,0.038957857703722606
qec,2,0.0366763402373226
qec,2,0.0370564528354237
qec,2,0.0370564528354237
qec,2,0.021476555569300598
qec,2,0.0366763402373226
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.021536496175033445
qec,2,0.08477794298887237
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.0366763402373226
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.021476555569300598
qec,2,0.021536496175033445
qec,2,0.021536496175033445
qec,2,0.021476555569300598
qec,2,0.0366763402373226
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.021476555569300598
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.021476555569300598
qec,2,0.08477794298887237
qec,2,0.021476555569300598
qec,2,0.021476555569300598
qec,2,0.0370564528354237
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.08477794298887237
qec,2,0.08477794298887237
qec,2,0.021536496175033445
qec,2,0.08477794298887237
qec,2,0.0370564528354237
qec,2,0.0366763402373226
qec,2,0.08477794298887237
qec,2,0.0366763402373226
qec,2,0.021476555569300598
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.08477794298887237
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.0370564528354237
qec,2,0.0366763402373226
qec,2,0.0366763402373226
qec,2,0.08477794298887237
qec,2,0.08477794298887237
qec,2,0.021476555569300598
qec,2,0.0370564528354237
qec,2,0.0366763402373226
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.021476555569300598
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.08477794298887237
qec,2,0.021476555569300598
qec,2,0.08477794298887237
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.0370564528354237
qec,2,0.08477794298887237
qec,2,0.021476555569300598
qec,2,0.08477794298887237
qec,2,0.0366763402373226
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.021536496175033445
qec,2,0.021536496175033445
qec,2,0.021476555569300598
qec,2,0.0370564528354237
qec,2,0.0370564528354237
qec,2,0.0366763402373226
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.021476555569300598
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.0366763402373226
qec,2,0.0370564528354237
qec,2,0.021476555569300598
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.08477794298887237
qec,2,0.0366763402373226
qec,2,0.0366763402373226
qec,2,0.08477794298887237
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.08477794298887237
qec,2,0.08477794298887237
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.08477794298887237
qec,2,0.0370564528354237
qec,2,0.0366763402373226
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.08477794298887237
qec,2,0.08477794298887237
qec,2,0.08477794298887237
qec,2,0.0370564528354237
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.0370564528354237
qec,2,0.021536496175033445
qec,2,0.0370564528354237
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.0010826073794447599
qec,2,0.021476555569300598
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.021536496175033445
qec,2,0.0370564528354237
qec,2,0.0370564528354237
qec,2,0.021536496175033445
qec,2,0.021476555569300598
qec,2,0.021476555569300598
qec,2,0.08477794298887237
qec,2,0.021536496175033445
qec,2,0.08477794298887237
qec,2,0.021476555569300598
qec,2,0.0370564528354237
qec,2,0.0370564528354237
qec,2,0.08477794298887237
qec,2,0.0370564528354237
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.021476555569300598
qec,2,0.0366763402373226
qec,2,0.0370564528354237
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.08477794298887237
qec,2,0.08477794298887237
qec,2,0.0010826073794447599
qec,2,0.08477794298887237
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.021536496175033445
qec,2,0.0010826073794447599
qec,2,0.0370564528354237
qec,2,0.0366763402373226
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.021536496175033445
qec,2,0.021476555569300598
qec,2,0.0010826073794447599
qec,2,0.0366763402373226
qec,2,0.08477794298887237
xeb,4,0.08123957657811931
xeb,4,0.10539944150478962
xeb,4,0.1687741021011355
xeb,4,0.1306226734134618
xeb,4,0.08315647746065907
xeb,4,0.06501282425559939
xeb,4,0.034099595359118086
xeb,4,0.04471431562489649
xeb,4,0.039820380053139225
xeb,4,0.0905098398086268
xeb,4,0.10743098612311426
xeb,4,0.10539944150478962
xeb,4,0.1687741021011355
xeb,4,0.09601364177699076
xeb,4,0.11993142612457405
xeb,4,0.017904825840384535
xeb,4,0.03350847909784245
xeb,4,0.03865382428330866
xeb,4,0.11871436464082892
xeb,4,0.0905098398086268
xeb,4,0.10087942912608099
xeb,4,0.0952677421687
xeb,4,0.1133735865249612
xeb,4,0.08315647746065907
xeb,4,0.10539944150478962
xeb,4,0.05371488782097551
xeb,4,0.10743098612311426
xeb,4,0.03522518393557189
xeb,4,0.0656039480857212
xeb,4,0.17012827944380646
xeb,4,0.03865382428330866
xeb,4,0.07833671021980973
xeb,4,0.04471431562489649
xeb,4,0.04716559473419819
xeb,4,0.04226871712458103
xeb,4,0.09601364177699076
xeb,4,0.04226871712458103
xeb,4,0.04760501773666437
xeb,4,0.017904825840384535
xeb,4,0.06516538603406244
xeb,4,0.09313416188593322
xeb,4,0.07833671021980973
xeb,4,0.09601364177699076
xeb,4,0.03522518393557189
xeb,4,0.09601364177699076
xeb,4,0.0699459187187134
xeb,4,0.06501282425559939
xeb,4,0.04471431562489649
xeb,4,0.06323357594013475
xeb,4,0.10743098612311426
xeb,4,0.07235004798284744
xeb,4,0.034099595359118086
xeb,4,0.06516538603406244
xeb,4,0.13953391257469608
xeb,4,0.09313416188593322
xeb,4,0.10743098612311426
xeb,4,0.026017022134544206
xeb,4,0.09601364177699076
xeb,4,0.1133735865249612
xeb,4,0.03865382428330866
xeb,4,0.11993142612457405
xeb,4,0.051024017638061026
xeb,4,0.09601364177699076
xeb,4,0.026017022134544206
xeb,4,0.039820380053139225
xeb,4,0.034099595359118086
xeb,4,0.08260697675635996
xeb,4,0.08978577985973955
xeb,4,0.0656039480857212
xeb,4,0.05371488782097551
xeb,4,0.10743098612311426
xeb,4,0.04298993653666257
xeb,4,0.0905098398086268
xeb,4,0.06555266474544202
xeb,4,0.11871436464082892
xeb,4,0.03522518393557189
xeb,4,0.09313416188593322
xeb,4,0.06501282425559939
xeb,4,0.11993142612457405
xeb,4,0.0905098398086268
xeb,4,0.1133735865249612
xeb,4,0.04471431562489649
xeb,4,0.08978577985973955
xeb,4,0.04471431562489649
xeb,4,0.039820380053139225
xeb,4,0.08315647746065907
xeb,4,0.03923375091963744
xeb,4,0.1133735865249612
xeb,4,0.04716559473419819
xeb,4,0.06501282425559939
xeb,4,0.04716559473419819
xeb,4,0.07833671021980973
xeb,4,0.06323357594013475
xeb,4,0.05371488782097551
xeb,4,0.08978577985973955
xeb,4,0.034099595359118086
xeb,4,0.03350847909784245
xeb,4,0.12555930003689927
xeb,4,0.04760501773666437
xeb,4,0.10539944150478962
xeb,4,0.06516538603406244
xeb,4,0.04471431562489649
xeb,4,0.10539944150478962
xeb,4,0.17012827944380646
xeb,4,0.03865382428330866
xeb,4,0.1687741021011355
xeb,4,0.07235004798284744
xeb,4,0.11871436464082892
xeb,4,0.026017022134544206
xeb,4,0.13953391257469608
xeb,4,0.03350847909784245
xeb,4,0.051024017638061026
xeb,4,0.10539944150478962
xeb,4,0.05012062832831204
xeb,4,0.1687741021011355
xeb,4,0.017904825840384535
xeb,4,0.051024017638061026
xeb,4,0.026017022134544206
xeb,4,0.03522518393557189
xeb,4,0.017904825840384535
xeb,4,0.1306226734134618
xeb,4,0.03350847909784245
xeb,4,0.06516538603406244
xeb,4,0.08315647746065907
xeb,4,0.0905098398086268
xeb,4,0.1306226734134618
xeb,4,0.0905098398086268
xeb,4,0.13953391257469608
xeb,4,0.1133735865249612
xeb,4,0.051024017638061026
xeb,4,0.17012827944380646
xeb,4,0.07833671021980973
xeb,4,0.0656039480857212
xeb,4,0.08260697675635996
xeb,4,0.0952677421687
xeb,4,0.039820380053139225
xeb,4,0.03923375091963744
xeb,4,0.0952677421687
xeb,4,0.10743098612311426
xeb,4,0.06323357594013475
xeb,4,0.06501282425559939
xeb,4,0.034931335407596645
xeb,4,0.17012827944380646
xeb,4,0.0699459187187134
xeb,4,0.04471431562489649
xeb,4,0.13953391257469608
xeb,4,0.09313416188593322
xeb,4,0.1133735865249612
xeb,4,0.08123957657811931
xeb,4,0.07833671021980973
xeb,4,0.034931335407596645
xeb,4,0.06555266474544202
xeb,4,0.034099595359118086
xeb,4,0.0905098398086268
